Age,SibSp,Parch,Embarked,Fare,passenger_class,passenger_sex,passenger_survived,total_family,with_family,age_range,fare_range
22.0,1,0,1,7.25,1,1,0,1,1.0,4,1
38.0,1,0,2,71.2833,3,2,1,1,1.0,4,4
26.0,0,0,1,7.925,1,2,1,0,0.0,4,1
35.0,1,0,1,53.1,3,2,1,1,1.0,4,4
35.0,0,0,1,8.05,1,1,0,0,0.0,4,2
29.69911764705882,0,0,3,8.4583,1,1,0,0,0.0,4,2
54.0,0,0,1,51.8625,3,1,0,0,0.0,5,4
2.0,3,1,1,21.075,1,1,0,4,1.0,1,3
27.0,0,2,1,11.1333,1,2,1,2,1.0,4,2
14.0,1,0,2,30.0708,2,2,1,1,1.0,3,3
4.0,1,1,1,16.7,1,2,1,2,1.0,2,3
58.0,0,0,1,26.55,3,2,1,0,0.0,5,3
20.0,0,0,1,8.05,1,1,0,0,0.0,4,2
39.0,1,5,1,31.275,1,1,0,6,1.0,4,4
14.0,0,0,1,7.8542,1,2,0,0,0.0,3,1
55.0,0,0,1,16.0,2,2,1,0,0.0,5,3
2.0,4,1,3,29.125,1,1,0,5,1.0,1,3
29.69911764705882,0,0,1,13.0,2,1,1,0,0.0,4,2
31.0,1,0,1,18.0,1,2,0,1,1.0,4,3
29.69911764705882,0,0,2,7.225,1,2,1,0,0.0,4,1
35.0,0,0,1,26.0,2,1,0,0,0.0,4,3
34.0,0,0,1,13.0,2,1,1,0,0.0,4,2
15.0,0,0,3,8.0292,1,2,1,0,0.0,3,2
28.0,0,0,1,35.5,3,1,1,0,0.0,4,4
8.0,3,1,1,21.075,1,2,0,4,1.0,2,3
38.0,1,5,1,31.3875,1,2,1,6,1.0,4,4
29.69911764705882,0,0,2,7.225,1,1,0,0,0.0,4,1
19.0,3,2,1,263.0,3,1,0,5,1.0,4,4
29.69911764705882,0,0,3,7.8792,1,2,1,0,0.0,4,1
29.69911764705882,0,0,1,7.8958,1,1,0,0,0.0,4,1
40.0,0,0,2,27.7208,3,1,0,0,0.0,4,3
29.69911764705882,1,0,2,146.5208,3,2,1,1,1.0,4,4
29.69911764705882,0,0,3,7.75,1,2,1,0,0.0,4,1
66.0,0,0,1,10.5,2,1,0,0,0.0,6,2
28.0,1,0,2,82.1708,3,1,0,1,1.0,4,4
42.0,1,0,1,52.0,3,1,0,1,1.0,5,4
29.69911764705882,0,0,2,7.2292,1,1,1,0,0.0,4,1
21.0,0,0,1,8.05,1,1,0,0,0.0,4,2
18.0,2,0,1,18.0,1,2,0,2,1.0,4,3
14.0,1,0,2,11.2417,1,2,1,1,1.0,3,2
40.0,1,0,1,9.475,1,2,0,1,1.0,4,2
27.0,1,0,1,21.0,2,2,0,1,1.0,4,3
29.69911764705882,0,0,2,7.8958,1,1,0,0,0.0,4,1
3.0,1,2,2,41.5792,2,2,1,3,1.0,2,4
19.0,0,0,3,7.8792,1,2,1,0,0.0,4,1
29.69911764705882,0,0,1,8.05,1,1,0,0,0.0,4,2
29.69911764705882,1,0,3,15.5,1,1,0,1,1.0,4,3
29.69911764705882,0,0,3,7.75,1,2,1,0,0.0,4,1
29.69911764705882,2,0,2,21.6792,1,1,0,2,1.0,4,3
18.0,1,0,1,17.8,1,2,0,1,1.0,4,3
7.0,4,1,1,39.6875,1,1,0,5,1.0,2,4
21.0,0,0,1,7.8,1,1,0,0,0.0,4,1
49.0,1,0,2,76.7292,3,2,1,1,1.0,5,4
29.0,1,0,1,26.0,2,2,1,1,1.0,4,3
65.0,0,1,2,61.9792,3,1,0,1,1.0,5,4
29.69911764705882,0,0,1,35.5,3,1,1,0,0.0,4,4
21.0,0,0,1,10.5,2,2,1,0,0.0,4,2
28.5,0,0,2,7.2292,1,1,0,0,0.0,4,1
5.0,1,2,1,27.75,2,2,1,3,1.0,2,3
11.0,5,2,1,46.9,1,1,0,7,1.0,2,4
22.0,0,0,2,7.2292,1,1,0,0,0.0,4,1
38.0,0,0,1,80.0,3,2,1,0,0.0,4,4
45.0,1,0,1,83.475,3,1,0,1,1.0,5,4
4.0,3,2,1,27.9,1,1,0,5,1.0,2,3
29.69911764705882,0,0,2,27.7208,3,1,0,0,0.0,4,3
29.69911764705882,1,1,2,15.2458,1,1,1,2,1.0,4,3
29.0,0,0,1,10.5,2,2,1,0,0.0,4,2
19.0,0,0,1,8.1583,1,1,0,0,0.0,4,2
17.0,4,2,1,7.925,1,2,1,6,1.0,3,1
26.0,2,0,1,8.6625,1,1,0,2,1.0,4,2
32.0,0,0,1,10.5,2,1,0,0,0.0,4,2
16.0,5,2,1,46.9,1,2,0,7,1.0,3,4
21.0,0,0,1,73.5,2,1,0,0,0.0,4,4
26.0,1,0,2,14.4542,1,1,0,1,1.0,4,2
32.0,0,0,1,56.4958,1,1,1,0,0.0,4,4
25.0,0,0,1,7.65,1,1,0,0,0.0,4,1
29.69911764705882,0,0,1,7.8958,1,1,0,0,0.0,4,1
29.69911764705882,0,0,1,8.05,1,1,0,0,0.0,4,2
0.83,0,2,1,29.0,2,1,1,2,1.0,1,3
30.0,0,0,1,12.475,1,2,1,0,0.0,4,2
22.0,0,0,1,9.0,1,1,0,0,0.0,4,2
29.0,0,0,1,9.5,1,1,1,0,0.0,4,2
29.69911764705882,0,0,3,7.7875,1,2,1,0,0.0,4,1
28.0,0,0,1,47.1,3,1,0,0,0.0,4,4
17.0,0,0,1,10.5,2,2,1,0,0.0,3,2
33.0,3,0,1,15.85,1,2,1,3,1.0,4,3
16.0,1,3,1,34.375,1,1,0,4,1.0,3,4
29.69911764705882,0,0,1,8.05,1,1,0,0,0.0,4,2
23.0,3,2,1,263.0,3,2,1,5,1.0,4,4
24.0,0,0,1,8.05,1,1,0,0,0.0,4,2
29.0,0,0,1,8.05,1,1,0,0,0.0,4,2
20.0,0,0,1,7.8542,1,1,0,0,0.0,4,1
46.0,1,0,1,61.175,3,1,0,1,1.0,5,4
26.0,1,2,1,20.575,1,1,0,3,1.0,4,3
59.0,0,0,1,7.25,1,1,0,0,0.0,5,1
29.69911764705882,0,0,1,8.05,1,1,0,0,0.0,4,2
71.0,0,0,2,34.6542,3,1,0,0,0.0,6,4
23.0,0,1,2,63.3583,3,1,1,1,1.0,4,4
34.0,0,1,1,23.0,2,2,1,1,1.0,4,3
34.0,1,0,1,26.0,2,1,0,1,1.0,4,3
28.0,0,0,1,7.8958,1,2,0,0,0.0,4,1
29.69911764705882,0,0,1,7.8958,1,1,0,0,0.0,4,1
21.0,0,1,1,77.2875,3,1,0,1,1.0,4,4
33.0,0,0,1,8.6542,1,1,0,0,0.0,4,2
37.0,2,0,1,7.925,1,1,0,2,1.0,4,1
28.0,0,0,1,7.8958,1,1,0,0,0.0,4,1
21.0,0,0,1,7.65,1,2,1,0,0.0,4,1
29.69911764705882,0,0,1,7.775,1,1,1,0,0.0,4,1
38.0,0,0,1,7.8958,1,1,0,0,0.0,4,1
29.69911764705882,1,0,3,24.15,1,2,1,1,1.0,4,3
47.0,0,0,1,52.0,3,1,0,0,0.0,5,4
14.5,1,0,2,14.4542,1,2,0,1,1.0,3,2
22.0,0,0,1,8.05,1,1,0,0,0.0,4,2
20.0,1,0,1,9.825,1,2,0,1,1.0,4,2
17.0,0,0,2,14.4583,1,2,0,0,0.0,3,2
21.0,0,0,1,7.925,1,1,0,0,0.0,4,1
70.5,0,0,3,7.75,1,1,0,0,0.0,6,1
29.0,1,0,1,21.0,2,1,0,1,1.0,4,3
24.0,0,1,2,247.5208,3,1,0,1,1.0,4,4
2.0,4,2,1,31.275,1,2,0,6,1.0,1,4
21.0,2,0,1,73.5,2,1,0,2,1.0,4,4
29.69911764705882,0,0,1,8.05,1,1,0,0,0.0,4,2
32.5,1,0,2,30.0708,2,1,0,1,1.0,4,3
32.5,0,0,1,13.0,2,2,1,0,0.0,4,2
54.0,0,1,1,77.2875,3,1,0,1,1.0,5,4
12.0,1,0,2,11.2417,1,1,1,1,1.0,2,2
29.69911764705882,0,0,3,7.75,1,1,0,0,0.0,4,1
24.0,0,0,1,7.1417,1,1,1,0,0.0,4,1
29.69911764705882,1,1,2,22.3583,1,2,1,2,1.0,4,3
45.0,0,0,1,6.975,1,1,0,0,0.0,5,1
33.0,0,0,2,7.8958,1,1,0,0,0.0,4,1
20.0,0,0,1,7.05,1,1,0,0,0.0,4,1
47.0,1,0,1,14.5,1,2,0,1,1.0,5,2
29.0,1,0,1,26.0,2,2,1,1,1.0,4,3
25.0,0,0,1,13.0,2,1,0,0,0.0,4,2
23.0,0,0,2,15.0458,2,1,0,0,0.0,4,3
19.0,0,2,1,26.2833,3,2,1,2,1.0,4,3
37.0,1,0,1,53.1,3,1,0,1,1.0,4,4
16.0,0,0,1,9.2167,1,1,0,0,0.0,3,2
24.0,0,0,2,79.2,3,1,0,0,0.0,4,4
29.69911764705882,0,2,2,15.2458,1,2,0,2,1.0,4,3
22.0,0,0,1,7.75,1,2,1,0,0.0,4,1
24.0,1,0,1,15.85,1,2,1,1,1.0,4,3
19.0,0,0,3,6.75,1,1,0,0,0.0,4,1
18.0,0,0,1,11.5,2,1,0,0,0.0,4,2
19.0,1,1,1,36.75,2,1,0,2,1.0,4,4
27.0,0,0,1,7.7958,1,1,1,0,0.0,4,1
9.0,2,2,1,34.375,1,2,0,4,1.0,2,4
36.5,0,2,1,26.0,2,1,0,2,1.0,4,3
42.0,0,0,1,13.0,2,1,0,0,0.0,5,2
51.0,0,0,1,12.525,2,1,0,0,0.0,5,2
22.0,1,0,1,66.6,3,2,1,1,1.0,4,4
55.5,0,0,1,8.05,1,1,0,0,0.0,5,2
40.5,0,2,1,14.5,1,1,0,2,1.0,5,2
29.69911764705882,0,0,1,7.3125,1,1,0,0,0.0,4,1
51.0,0,1,2,61.3792,3,1,0,1,1.0,5,4
16.0,0,0,3,7.7333,1,2,1,0,0.0,3,1
30.0,0,0,1,8.05,1,1,0,0,0.0,4,2
29.69911764705882,0,0,1,8.6625,1,1,0,0,0.0,4,2
29.69911764705882,8,2,1,69.55,1,1,0,10,1.0,4,4
44.0,0,1,1,16.1,1,1,0,1,1.0,5,3
40.0,0,0,1,15.75,2,2,1,0,0.0,4,3
26.0,0,0,1,7.775,1,1,0,0,0.0,4,1
17.0,0,0,1,8.6625,1,1,0,0,0.0,3,2
1.0,4,1,1,39.6875,1,1,0,5,1.0,1,4
9.0,0,2,1,20.525,1,1,1,2,1.0,2,3
29.69911764705882,0,1,1,55.0,3,2,1,1,1.0,4,4
45.0,1,4,1,27.9,1,2,0,5,1.0,5,3
29.69911764705882,0,0,1,25.925,3,1,0,0,0.0,4,3
28.0,0,0,1,56.4958,1,1,0,0,0.0,4,4
61.0,0,0,1,33.5,3,1,0,0,0.0,5,4
4.0,4,1,3,29.125,1,1,0,5,1.0,2,3
1.0,1,1,1,11.1333,1,2,1,2,1.0,1,2
21.0,0,0,1,7.925,1,1,0,0,0.0,4,1
56.0,0,0,2,30.6958,3,1,0,0,0.0,5,3
18.0,1,1,1,7.8542,1,1,0,2,1.0,4,1
29.69911764705882,3,1,1,25.4667,1,1,0,4,1.0,4,3
50.0,0,0,2,28.7125,3,2,0,0,0.0,5,3
30.0,0,0,1,13.0,2,1,0,0,0.0,4,2
36.0,0,0,1,0.0,1,1,0,0,0.0,4,1
29.69911764705882,8,2,1,69.55,1,2,0,10,1.0,4,4
29.69911764705882,0,0,2,15.05,2,1,0,0,0.0,4,3
9.0,4,2,1,31.3875,1,1,0,6,1.0,2,4
1.0,2,1,1,39.0,2,1,1,3,1.0,1,4
4.0,0,2,1,22.025,1,2,1,2,1.0,2,3
29.69911764705882,0,0,1,50.0,3,1,0,0,0.0,4,4
29.69911764705882,1,0,3,15.5,1,2,1,1,1.0,4,3
45.0,0,0,1,26.55,3,1,1,0,0.0,5,3
40.0,1,1,3,15.5,1,1,0,2,1.0,4,3
36.0,0,0,1,7.8958,1,1,0,0,0.0,4,1
32.0,0,0,1,13.0,2,2,1,0,0.0,4,2
19.0,0,0,1,13.0,2,1,0,0,0.0,4,2
19.0,1,0,1,7.8542,1,2,1,1,1.0,4,1
3.0,1,1,1,26.0,2,1,1,2,1.0,2,3
44.0,0,0,2,27.7208,3,2,1,0,0.0,5,3
58.0,0,0,2,146.5208,3,2,1,0,0.0,5,4
29.69911764705882,0,0,3,7.75,1,1,0,0,0.0,4,1
42.0,0,1,1,8.4042,1,1,0,1,1.0,5,2
29.69911764705882,0,0,3,7.75,1,2,1,0,0.0,4,1
24.0,0,0,1,13.0,2,2,0,0,0.0,4,2
28.0,0,0,1,9.5,1,1,0,0,0.0,4,2
29.69911764705882,8,2,1,69.55,1,1,0,10,1.0,4,4
34.0,0,0,1,6.4958,1,1,0,0,0.0,4,1
45.5,0,0,2,7.225,1,1,0,0,0.0,5,1
18.0,0,0,1,8.05,1,1,1,0,0.0,4,2
2.0,0,1,1,10.4625,1,2,0,1,1.0,1,2
32.0,1,0,1,15.85,1,1,0,1,1.0,4,3
26.0,0,0,2,18.7875,1,1,1,0,0.0,4,3
16.0,0,0,3,7.75,1,2,1,0,0.0,3,1
40.0,0,0,2,31.0,3,1,1,0,0.0,4,3
24.0,0,0,1,7.05,1,1,0,0,0.0,4,1
35.0,0,0,1,21.0,2,2,1,0,0.0,4,3
22.0,0,0,1,7.25,1,1,0,0,0.0,4,1
30.0,0,0,1,13.0,2,1,0,0,0.0,4,2
29.69911764705882,1,0,3,7.75,1,1,0,1,1.0,4,1
31.0,1,0,2,113.275,3,2,1,1,1.0,4,4
27.0,0,0,1,7.925,1,2,1,0,0.0,4,1
42.0,1,0,1,27.0,2,1,0,1,1.0,5,3
32.0,0,0,2,76.2917,3,2,1,0,0.0,4,4
30.0,0,0,1,10.5,2,1,0,0,0.0,4,2
16.0,0,0,1,8.05,1,1,1,0,0.0,3,2
27.0,0,0,1,13.0,2,1,0,0,0.0,4,2
51.0,0,0,1,8.05,1,1,0,0,0.0,5,2
29.69911764705882,0,0,1,7.8958,1,1,0,0,0.0,4,1
38.0,1,0,1,90.0,3,1,1,1,1.0,4,4
22.0,0,0,1,9.35,1,1,0,0,0.0,4,2
19.0,0,0,1,10.5,2,1,1,0,0.0,4,2
20.5,0,0,1,7.25,1,1,0,0,0.0,4,1
18.0,0,0,1,13.0,2,1,0,0,0.0,4,2
29.69911764705882,3,1,1,25.4667,1,2,0,4,1.0,4,3
35.0,1,0,1,83.475,3,2,1,1,1.0,4,4
29.0,0,0,1,7.775,1,1,0,0,0.0,4,1
59.0,0,0,1,13.5,2,1,0,0,0.0,5,2
5.0,4,2,1,31.3875,1,2,1,6,1.0,2,4
24.0,0,0,1,10.5,2,1,0,0,0.0,4,2
29.69911764705882,0,0,1,7.55,1,2,0,0,0.0,4,1
44.0,1,0,1,26.0,2,1,0,1,1.0,5,3
8.0,0,2,1,26.25,2,2,1,2,1.0,2,3
19.0,0,0,1,10.5,2,1,0,0,0.0,4,2
33.0,0,0,1,12.275,2,1,0,0,0.0,4,2
29.69911764705882,1,0,2,14.4542,1,2,0,1,1.0,4,2
29.69911764705882,1,0,3,15.5,1,2,1,1,1.0,4,3
29.0,0,0,1,10.5,2,1,0,0,0.0,4,2
22.0,0,0,1,7.125,1,1,0,0,0.0,4,1
30.0,0,0,2,7.225,1,1,0,0,0.0,4,1
44.0,2,0,3,90.0,3,1,0,2,1.0,5,4
25.0,0,0,1,7.775,1,2,0,0,0.0,4,1
24.0,0,2,1,14.5,2,2,1,2,1.0,4,2
37.0,1,1,1,52.5542,3,1,1,2,1.0,4,4
54.0,1,0,1,26.0,2,1,0,1,1.0,5,3
29.69911764705882,0,0,1,7.25,1,1,0,0,0.0,4,1
29.0,1,1,1,10.4625,1,2,0,2,1.0,4,2
62.0,0,0,1,26.55,3,1,0,0,0.0,5,3
30.0,1,0,1,16.1,1,1,0,1,1.0,4,3
41.0,0,2,1,20.2125,1,2,0,2,1.0,5,3
29.0,0,2,2,15.2458,1,2,1,2,1.0,4,3
29.69911764705882,0,0,2,79.2,3,2,1,0,0.0,4,4
30.0,0,0,1,86.5,3,2,1,0,0.0,4,4
35.0,0,0,2,512.3292,3,2,1,0,0.0,4,4
50.0,0,1,1,26.0,2,2,1,1,1.0,5,3
29.69911764705882,0,0,3,7.75,1,1,0,0,0.0,4,1
3.0,4,2,1,31.3875,1,1,1,6,1.0,2,4
52.0,1,1,1,79.65,3,1,0,2,1.0,5,4
40.0,0,0,1,0.0,3,1,0,0,0.0,4,1
29.69911764705882,0,0,3,7.75,1,2,0,0,0.0,4,1
36.0,0,0,1,10.5,2,1,0,0,0.0,4,2
16.0,4,1,1,39.6875,1,1,0,5,1.0,3,4
25.0,1,0,1,7.775,1,1,1,1,1.0,4,1
58.0,0,1,1,153.4625,3,2,1,1,1.0,5,4
35.0,0,0,1,135.6333,3,2,1,0,0.0,4,4
29.69911764705882,0,0,1,31.0,3,1,0,0,0.0,4,3
25.0,0,0,1,0.0,1,1,1,0,0.0,4,1
41.0,0,1,1,19.5,2,2,1,1,1.0,5,3
37.0,0,1,2,29.7,3,1,0,1,1.0,4,3
29.69911764705882,0,0,3,7.75,1,2,1,0,0.0,4,1
63.0,1,0,1,77.9583,3,2,1,1,1.0,5,4
45.0,0,0,1,7.75,1,2,0,0,0.0,5,1
29.69911764705882,0,0,1,0.0,2,1,0,0,0.0,4,1
7.0,4,1,3,29.125,1,1,0,5,1.0,2,3
35.0,1,1,1,20.25,1,2,1,2,1.0,4,3
65.0,0,0,3,7.75,1,1,0,0,0.0,5,1
28.0,0,0,1,7.8542,1,1,0,0,0.0,4,1
16.0,0,0,1,9.5,1,1,0,0,0.0,3,2
19.0,0,0,1,8.05,1,1,1,0,0.0,4,2
29.69911764705882,0,0,1,26.0,3,1,0,0,0.0,4,3
33.0,0,0,2,8.6625,1,1,0,0,0.0,4,2
30.0,0,0,1,9.5,1,1,1,0,0.0,4,2
22.0,0,0,1,7.8958,1,1,0,0,0.0,4,1
42.0,0,0,1,13.0,2,1,1,0,0.0,5,2
22.0,0,0,3,7.75,1,2,1,0,0.0,4,1
26.0,0,0,1,78.85,3,2,1,0,0.0,4,4
19.0,1,0,2,91.0792,3,2,1,1,1.0,4,4
36.0,0,0,2,12.875,2,1,0,0,0.0,4,2
24.0,0,0,1,8.85,1,2,0,0,0.0,4,2
24.0,0,0,1,7.8958,1,1,0,0,0.0,4,1
